ZONEID,TIMESTAMP,TARGETVAR,U10,V10,U100,V100
1,20120101 1:00,0,2.12460013902668,-2.68196636902142,2.86427959225713,-3.66607576475047
1,20120101 2:00,0.0548791196734229,2.52169465408196,-1.79696009092255,3.34485867183801,-2.46476146094415
1,20120101 3:00,0.110233998070724,2.67220985488329,-0.822516219753058,3.50844801694858,-1.21409293517559
1,20120101 4:00,0.165116055637106,2.45750434785786,-0.143642299016967,3.21523251256354,-0.355546414667506
1,20120101 5:00,0.156940134185841,2.24589768320187,0.389576113004104,2.95767835330642,0.332700922366452
1,20120101 6:00,0.168781125506688,1.98603761593604,0.796304214825287,2.65540599936508,0.882647967088621
1,20120101 7:00,0.114744853861423,1.31978650650661,1.44068077823414,1.94670752158503,1.94132314588317
1,20120101 8:00,0.0854243022705468,-0.122060578816752,2.35890673375924,-0.235427168384711,4.32388465225841
1,20120101 9:00,0.153181090674978,-1.38019058080907,2.90362426488939,-3.04814500871146,6.04152004736207
1,20120101 10:00,0.139272624528741,-1.71088133080494,2.01393316048682,-4.21364833598713,4.87762817559306
1,20120101 11:00,0.0838267061741016,-2.13498004365105,1.42577451272237,-5.47085226502028,3.72132926104901
1,20120101 12:00,0.147824450015415,-2.34038902356817,0.61785492198437,-6.09520883130734,1.56492940916011
1,20120101 13:00,0.138708762688229,-2.21422186995528,0.098265095574062,-5.78557778710152,0.0984039565676574
1,20120101 14:00,0.222065590133385,-2.13940696132168,-0.226265599282212,-5.60500684907289,-0.861562778302402
1,20120101 15:00,0.241048768649564,-2.0203228759818,-0.455396194863152,-5.185561503997,-1.84593544710984
1,20120101 16:00,0.245841549573121,-1.75160897337472,-1.25139077319173,-3.65551998208047,-4.63960135180796
1,20120101 17:00,0.239075272726724,-0.978669148083164,-2.61467522756829,-1.48527240715337,-7.57482167334285
1,20120101 18:00,0.253453619706413,-0.234061595883627,-3.57591640642736,0.0289196280396382,-8.86453969341122
1,20120101 19:00,0.302039274946328,0.24758704668064,-3.91194622039271,1.00592727392492,-9.02507650331039
1,20120101 20:00,0.516022917269729,0.371540741458209,-3.72668263474641,1.24593378716673,-8.70617229986203
1,20120101 21:00,0.735457174946228,0.431304130011679,-3.92046408639944,1.17517715000818,-8.1876817922147
1,20120101 22:00,0.618926787176083,0.522941325793667,-4.34465381353441,1.14291212346388,-7.90999649941613
1,20120101 23:00,0.815430868177201,1.03380762498407,-4.92557227519315,1.67670019418799,-7.5856687550928
1,20120102 0:00,0.760454833812776,1.46808824847263,-5.20027345391007,2.25464040649904,-7.68817367762977
1,20120102 1:00,0.439244421492916,2.7925368709901,-5.81845342487003,4.17629893810235,-8.51067013365301
1,20120102 2:00,0.20580771876763,3.69042858115455,-5.50423507436633,5.44032012034341,-8.01332895354808
1,20120102 3:00,0.190019729287579,3.89392367754397,-5.20566420565083,5.71488209845315,-7.58130060872065
1,20120102 4:00,0.803495886379011,3.76136810678831,-5.02170056841112,5.64909083200043,-7.41908922274455
1,20120102 5:00,0.755004215302918,3.59151861398519,-4.58610850782052,5.79984089922672,-7.16051463717869
1,20120102 6:00,0.376750293793242,2.89225757559527,-3.52588589044128,5.29008809458525,-6.34838700508054
1,20120102 7:00,0.567803765754787,2.57120555101276,-3.19982620236813,5.12276070037875,-6.38693228491644
1,20120102 8:00,0.274222340549345,3.20560759453754,-0.550326921203016,7.32961735461928,-1.31180377318902
1,20120102 9:00,0.154684707868872,2.90117568738923,0.764061549006269,7.02759917869857,1.81785880904289
1,20120102 10:00,0.0952917945117919,2.19988780540976,1.11972458100305,5.65427124668175,2.98492422629667
1,20120102 11:00,0.0874917749914293,1.78843855673395,1.98498803339951,4.44412637712638,5.08992478622412
1,20120102 12:00,0.0239521635684953,0.881223366057629,1.86868918227096,2.35590121908797,4.90844076033007
1,20120102 13:00,0.00195294224692232,0.676106794796584,1.92874167994461,1.64514832481145,4.56849280622174
1,20120102 14:00,0.0594868901551234,0.207500556895856,1.90505900480571,0.792970109734995,3.93731384890881
1,20120102 15:00,0.0238670004493282,-0.987121054776674,1.68430264011805,-0.827981644048722,2.97582325744652
1,20120102 16:00,0,-1.04589951887322,1.51218034044778,-0.978731711275012,2.51327989941567
1,20120102 17:00,0,-1.17845508962887,1.4144893054998,-1.01188636523543,2.55021912592508
1,20120102 18:00,0,-1.72408138393197,1.156517308451,-1.65840211746365,2.62945109003221
1,20120102 19:00,0,-1.74678203213477,0.686247044978435,-1.84127075571409,2.09142322565605
1,20120102 20:00,0,-1.20277721270331,0.455340962374101,-2.49452104702802,2.09142322565605
1,20120102 21:00,0.030524622607683,-1.87893223417252,0.27095442022119,-3.80309379552839,1.52502175251178
1,20120102 22:00,0.0571374859878579,-1.44761991831926,-0.495349282487699,-2.66133039976639,-0.480938852281745
1,20120102 23:00,0.033643453785489,-1.28912074961754,0.019325996870313,-1.84178879718223,-0.0596175296309558
1,20120103 0:00,0.0106104918944591,-0.819703774280998,0.437156051106727,-1.14709518841778,0.468238663677403
1,20120103 1:00,0.191617324331771,-1.84958006441298,-1.86214376888229,-2.3502736531029,-2.54177940111013
1,20120103 2:00,0.392726241078393,0.46384668557594,-1.69778576497947,0.725882070365383,-2.28486990156272
1,20120103 3:00,0.279485009672134,3.44700059656014,-1.31516033189372,4.58600837799841,-1.76558474290304
1,20120103 4:00,0.129217177639156,5.07984812507468,-1.65308038791791,6.99670616709769,-2.34117134508055
1,20120103 5:00,0.117658111451169,4.97597840334625,-1.63598715551201,7.14531726763522,-2.42589681833555
1,20120103 6:00,0.187388398935202,4.99613222995027,-1.42429404648519,7.38986717991217,-2.14766929648527
1,20120103 7:00,0.209096885654055,4.67173313634318,-1.03553258125373,7.2407857910818,-1.59668041234953
1,20120103 8:00,0.19039563858426,3.6217962849912,-0.652907148167977,6.80623940849738,-1.16485380672727
1,20120103 9:00,0.150831684403205,2.44434772300991,-0.253626770686738,5.99499210334789,-0.46518538242792
1,20120103 10:00,0.132882246456483,1.98003456394026,0.487079966901949,5.00174322886922,1.15990385619862
1,20120103 11:00,0.192181183015521,2.04979780987727,0.485326814860319,3.54573067423571,0.689267517666009
1,20120103 12:00,0.240390935272278,2.33427682386485,0.176333767523026,4.72286227121493,0.515990259460623
1,20120103 13:00,0.341979127901523,2.93734132763144,0.976209386516727,7.0376212485748,2.63850001848748
1,20120103 14:00,0.545343469912859,4.08029584023276,2.0842014768269,7.47357849603774,3.9050091896606
1,20120103 15:00,0.759890956188456,4.64886629461938,2.37478642772708,7.61184325413278,3.97770911187296
1,20120103 16:00,0.828305606381029,3.88185816290083,2.24505317664646,6.21508702439715,3.73774470697654
1,20120103 17:00,0.714500501559464,3.74116895026119,2.83279739860293,5.77348631742012,4.49918073435857
1,20120103 18:00,0.753124700387136,3.7760505732297,3.77336346893744,5.76831314619888,5.80504625439853
1,20120103 19:00,0.696926966595899,3.15283224285909,4.72926961963621,4.81268733514743,7.26560409012342
1,20120103 20:00,0.723146304896436,2.05909957600221,4.49653868610982,3.08861045359496,6.84416318767436
1,20120103 21:00,0.595996603134925,1.74477739569713,5.19122518260572,2.51438844803697,7.60669244696936
1,20120103 22:00,0.409078083980923,1.32115946342407,5.47479752533938,1.83435157658993,7.80839373491191
1,20120103 23:00,0.278921148883876,1.13977502398785,5.48443986156834,1.54888658283588,7.66135404261775
1,20120104 0:00,0.282398265157372,1.00373669441068,5.23023281553199,1.35230607642864,7.20055679130185
1,20120104 1:00,0.318861000786817,1.4005250180164,5.49835451303436,1.86554573110249,7.50714757819277
1,20120104 2:00,0.270087394055327,0.992355582271428,5.59664363675393,1.30890895876744,7.60809666689182
1,20120104 3:00,0.245653601238305,0.555289195323273,5.28425939206105,0.722895541486591,7.15321764070573
1,20120104 4:00,0.229583677155111,0.524786857942135,5.01031495317929,0.672246153649007,6.72631245837601
1,20120104 5:00,0.304012771921421,0.525990897575601,5.0015565164122,0.679337067946269,6.71232553644783
1,20120104 6:00,0.422610647144003,0.262306217846549,4.89353579628475,0.344544614339838,6.60043016102237
1,20120104 7:00,0.461234837553645,0.025913103142726,4.70522940579232,0.0274794464765611,6.39184258618035
1,20120104 8:00,0.404097346304517,-0.176766901824049,4.51643643547949,-0.268819472373306,6.23798644497035
1,20120104 9:00,0.31632364933699,-0.661192181021866,4.25319675264639,-1.01184599195066,6.28663660819881
1,20120104 10:00,0.298092276787124,-1.02400945723962,3.16715059352722,-2.03192466299961,5.99656000994913
1,20120104 11:00,0.0764965674871921,-1.28448336461276,2.82508497979031,-2.64326277419925,5.53195095111735
1,20120104 12:00,0.0758387351621609,-1.33384898958487,2.5073483570731,-2.86206812965761,5.11416767439296
1,20120104 13:00,0.0319518840477626,-1.35271227717583,2.07234599764096,-3.11936701987254,4.51941942892505
1,20120104 14:00,0.00714218403856961,-1.26722546319975,1.58625275706746,-3.25206841600701,3.80061326722457
1,20120104 15:00,0,-1.2335123534627,1.37361737555533,-3.34982173453355,3.40897945323548
1,20120104 16:00,0,-1.22508407602844,1.287979327166,-3.39388670195225,3.22410883296734
1,20120104 17:00,0.00928895251073337,-1.11471377629406,1.32593255315672,-3.08087348511598,3.13228164987362
1,20120104 18:00,0.013896719835672,-1.24635544288634,1.38578187106517,-3.07479555857547,3.06477954839413
1,20120104 19:00,0,-1.42575734827277,1.46655412125056,-2.98058769719756,2.79355488839548
1,20120104 20:00,0,-0.86106276017722,1.01841410666778,-2.6295874394831,2.73395843844061
1,20120104 21:00,0,-1.27685778026748,1.72395484623893,-1.88200247500036,2.41286736113279
1,20120104 22:00,0,-1.08983029053576,2.15993036531186,-1.47630087842131,2.844029432745
1,20120104 23:00,0.0194501235611802,-0.62988715055175,2.46696223198041,-0.833560146762369,3.21924381664449
1,20120105 0:00,0.0582651991463422,-0.24860793328752,2.50929467635467,-0.327066268386528,3.2520826768237
1,20120105 1:00,0.0730194543704581,0.973580215890912,3.12149236492309,1.27649839783774,4.07118685483121
1,20120105 2:00,0.0948219157828467,0.995973743272647,3.51662947883331,1.28535522933722,4.61288543470252
1,20120105 3:00,0.188140208058275,1.15879334861068,3.76909105806082,1.51445193745697,4.96604328908759
1,20120105 4:00,0.278075362962759,1.18631872601739,4.10030212071709,1.57704021338659,5.44052795473722
1,20120105 5:00,0.219246307237175,1.06082166631559,4.6987981947757,1.40580813773008,6.30291665076787
1,20120105 6:00,0.21182219385673,1.07761681185189,5.21808155315009,1.43769273112819,7.12201502916423
1,20120105 7:00,0.22526077811726,0.879340788159445,5.33203668799406,1.19914873607566,7.35783333838265
1,20120105 8:00,0.201296864029185,0.467393190699615,5.01564905751261,0.637035163575653,7.04340892609142
1,20120105 9:00,0.180622119984296,0.117027793539556,3.96225890858902,0.205412241834575,6.15994468068618
1,20120105 10:00,0.130344889745387,-0.0443922163371155,2.35576944664222,-0.0738731781155337,5.69115610946211
1,20120105 11:00,0.0825110415240392,-0.355102408758686,2.60081930978232,-0.865673914168593,6.20893109274604
1,20120105 12:00,0.00864580228471791,-0.640619882875805,2.12924887372066,-1.70766336205201,5.3266060662259
1,20120105 13:00,0.0303542879513174,-0.746522606118591,1.81980972707116,-2.02355701886661,4.75699662366933
1,20120105 14:00,0.0156940116297524,-0.859423306668171,1.69149439230782,-2.3465361408808,4.47390073071871
1,20120105 15:00,0.014754253119608,-1.00264857554718,1.53677481898307,-2.65003023359614,4.05466818099707
1,20120105 16:00,0.00582651833625333,-1.16313552178295,1.45848856780977,-2.86790828848322,3.53803241659826
1,20120105 17:00,0.0127807529877527,-1.17666494457608,1.37556999408184,-3.03028353264026,3.41955365254649
1,20120105 18:00,0.0118409913208465,-1.41086391844339,1.21992395624616,-3.64730946043702,3.25379730476253
1,20120105 19:00,0.0163518471115453,-1.57508311924278,0.934572886880753,-4.11731198534249,2.62551808962262
1,20120105 20:00,0.043698901727328,-1.78595550208745,0.80579431986195,-4.59617134174743,2.16869131669225
1,20120105 21:00,0.0333615265481219,-2.78200093875419,1.1675787113788,-4.08719875824427,1.68110563386382
1,20120105 22:00,0.0282868152304348,-3.14309656778467,1.19074032415197,-4.30743863486455,1.56148765092694
1,20120105 23:00,0.0773423534083091,-3.09644338573939,0.978579951149769,-4.15805341024007,1.24364558198037
1,20120106 0:00,0.0833568274451562,-2.81372510254499,0.40834104467442,-3.7222973004659,0.461002207907637
1,20120106 1:00,0.0683206449836733,-2.58894192869943,0.099536236520016,-3.39531399165997,0.00666817310060774
1,20120106 2:00,0.00939467772384913,-2.34208166388079,-0.0711690915428917,-3.04154010096476,-0.24661231197031
1,20120106 3:00,0,-1.93610062595617,-0.294436229659068,-2.4828849831365,-0.548761031807852
