ZONEID,TIMESTAMP,TARGETVAR,U10,V10,U100,V100
10,20120101 1:00,0.594360845911834,1.65578955770723,-4.64959341657521,2.0242567959108,-5.992232446026
10,20120101 2:00,0.569678986808994,2.17860853460833,-4.18494382590829,2.62314097282078,-5.31808631526697
10,20120101 3:00,0.330538724477125,2.22863270428642,-3.24244195226402,2.64521704361425,-4.05223187504848
10,20120101 4:00,0.211308353638271,2.07723211995096,-2.3450847684554,2.4329471321386,-2.91383064539184
10,20120101 5:00,0.172139682435007,1.81471590208276,-1.57762504124935,2.09784369855569,-1.97610042810917
10,20120101 6:00,0.151354466254734,1.43887059184649,-1.02651911061415,1.62066093755842,-1.30683548413761
10,20120101 7:00,0.160093085346442,1.230805461327,-0.56783202615194,1.37612599953846,-0.743871941315508
10,20120101 8:00,0.0860458473545632,1.20778548943973,-0.23350578538793,1.39423969865105,-0.324089877592668
10,20120101 9:00,0.0595432167374717,1.22018085891749,0.315896572045921,1.12310026505948,0.223687750779513
10,20120101 10:00,0.0144342037166989,-0.181823967370223,0.821006026244794,-0.498641858614524,0.642927460414855
10,20120101 11:00,0,-2.1261262083098,0.985400840174613,-2.46963874330314,0.64780864720233
10,20120101 12:00,0.00920297369362258,-2.63876327456846,0.812488160238068,-5.47990911457657,1.12508024419987
10,20120101 13:00,0.0991225413776467,-3.90397634483378,-0.678990177539719,-7.47241601696139,-3.01579321384132
10,20120101 14:00,0.369193814293507,-3.2811090285765,-3.70709154293094,-5.37518929158192,-7.94850363962843
10,20120101 15:00,0.665697186108861,-3.06773159685226,-4.39746458277611,-5.02084005269189,-8.82440549093642
10,20120101 16:00,0.66062823840784,-3.11642769122916,-4.79524892529023,-5.10857828276849,-9.25394992823421
10,20120101 17:00,0.6589922415799,-2.76094620227777,-4.6623702155853,-4.61101761026956,-9.0630412894352
10,20120101 18:00,0.659692559496649,-2.30054676453252,-4.4477199922158,-3.82476985816373,-8.88243737829862
10,20120101 19:00,0.662296614258999,-1.83837655971901,-4.22157064973721,-2.98191679633106,-8.6926134476746
10,20120101 20:00,0.659621528713585,-1.16371430671539,-3.90726139408901,-1.71339180535254,-8.32869385496397
10,20120101 21:00,0.661434186111734,-0.708627170174889,-4.07889639412455,-0.73581810636999,-7.76518795805437
10,20120101 22:00,0.657297690605535,0.518957099890102,-4.572080835914,0.713277822637151,-7.08833005685786
10,20120101 23:00,0.659713623501123,2.70762519624831,-5.12020551344685,3.4937306364196,-6.97606276074594
10,20120102 0:00,0.660556338562501,3.4991580757565,-5.55674614629157,4.52507937964266,-7.44086021373104
10,20120102 1:00,0.663238109864236,3.83149689498626,-6.20625723026961,4.95387918176785,-8.30670136118802
10,20120102 2:00,0.675627564927599,4.40428289338914,-6.19060974848141,5.77083057701136,-8.19160087278914
10,20120102 3:00,0.660623867282729,4.44279292159032,-5.27713513598075,5.86045175099812,-6.80236474537008
10,20120102 4:00,0.665020341478144,5.74564798094408,-1.12124855401593,7.23688793182373,-1.55806528325174
10,20120102 5:00,0.660413356306636,5.96130413887071,5.63719486374938,7.78445776363881,7.54183286467471
10,20120102 6:00,0.38284604265781,5.77483452863339,6.37643265201381,7.64873089898834,8.63609053112733
10,20120102 7:00,0.430014802109615,5.30703902816848,7.53984406821257,7.14001417728312,10.3331535461248
10,20120102 8:00,0.665878088735526,4.2222723390488,7.60666304449734,5.83299555318715,10.7159295889397
10,20120102 9:00,0.660615305728622,2.53472236640111,6.18443382142339,3.64116210152243,9.22390604862487
10,20120102 10:00,0.661898041648183,1.58737567265198,5.13436092196082,2.39268216332532,8.33361715463725
